cipcode,cip6,cip6_description,cip4,cip4_description,cip2,cip2_description
11.0202,11.0202,"Computer Programming, Specific Applications.",11.02,Computer Programming.,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.0203,11.0203,"Computer Programming, Vendor/Product Certification",11.02,Computer Programming.,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.0299,11.0299,"Computer Programming, Other.",11.02,Computer Programming.,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.0301,11.0301,Data Processing and Data Processing Technology/Tec,11.03,Data Processing.,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.0401,11.0401,Information Science/Studies.,11.04,Information Science/Studies.,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.0501,11.0501,Computer Systems Analysis/Analyst.,11.05,Computer Systems Analysis.,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.0601,11.0601,"Data Entry/Microcomputer Applications, General.",11.06,Data Entry/Microcomputer Applications.,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.0602,11.0602,Word Processing.,11.06,Data Entry/Microcomputer Applications.,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.0699,11.0699,"Data Entry/Microcomputer Applications, Other.",11.06,Data Entry/Microcomputer Applications.,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.0701,11.0701,Computer Science.,11.07,Computer Science.,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.0801,11.0801,"Web Page, Digital/Multimedia and Information Resou",11.08,Computer Software and Media Applications.,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.0802,11.0802,Data Modeling/Warehousing and Database Administrat,11.08,Computer Software and Media Applications.,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.0803,11.0803,Computer Graphics.,11.08,Computer Software and Media Applications.,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.0804,11.0804,"Modeling, Virtual Environments and Simulation.",11.08,Computer Software and Media Applications.,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.0899,11.0899,"Computer Software and Media Applications, Other.",11.08,Computer Software and Media Applications.,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.0901,11.0901,Computer Systems Networking and Telecommunications,11.09,Computer Systems Networking and Telecommunications,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.1001,11.1001,Network and System Administration/Administrator.,11.1,Computer/Information Technology Administration and,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.1002,11.1002,"System, Networking, and LAN/WAN Management/Manager",11.1,Computer/Information Technology Administration and,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.1003,11.1003,Computer and Information Systems Security/Informat,11.1,Computer/Information Technology Administration and,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.1004,11.1004,Web/Multimedia Management and Webmaster.,11.1,Computer/Information Technology Administration and,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.1005,11.1005,Information Technology Project Management.,11.1,Computer/Information Technology Administration and,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.1006,11.1006,Computer Support Specialist.,11.1,Computer/Information Technology Administration and,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.1099,11.1099,Computer/Information Technology Services Administr,11.1,Computer/Information Technology Administration and,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
11.9999,11.9999,Computer and Information Sciences and Support Serv,11.99,Computer and Information Sciences and Support Serv,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERV
12.0301,12.0301,"Funeral Service and Mortuary Science, General.",12.03,Funeral Service and Mortuary Science.,12,PERSONAL AND CULINARY SERVICES.
12.0302,12.0302,Funeral Direction/Service.,12.03,Funeral Service and Mortuary Science.,12,PERSONAL AND CULINARY SERVICES.
12.0303,12.0303,Mortuary Science and Embalming/Embalmer.,12.03,Funeral Service and Mortuary Science.,12,PERSONAL AND CULINARY SERVICES.
12.0399,12.0399,"Funeral Service and Mortuary Science, Other.",12.03,Funeral Service and Mortuary Science.,12,PERSONAL AND CULINARY SERVICES.
12.0401,12.0401,"Cosmetology/Cosmetologist, General.",12.04,Cosmetology and Related Personal Grooming Services,12,PERSONAL AND CULINARY SERVICES.
12.0402,12.0402,Barbering/Barber.,12.04,Cosmetology and Related Personal Grooming Services,12,PERSONAL AND CULINARY SERVICES.
12.0404,12.0404,Electrolysis/Electrology and Electrolysis Technici,12.04,Cosmetology and Related Personal Grooming Services,12,PERSONAL AND CULINARY SERVICES.
12.0406,12.0406,Make-Up Artist/Specialist.,12.04,Cosmetology and Related Personal Grooming Services,12,PERSONAL AND CULINARY SERVICES.
12.0407,12.0407,Hair Styling/Stylist and Hair Design.,12.04,Cosmetology and Related Personal Grooming Services,12,PERSONAL AND CULINARY SERVICES.
12.0408,12.0408,Facial Treatment Specialist/Facialist.,12.04,Cosmetology and Related Personal Grooming Services,12,PERSONAL AND CULINARY SERVICES.
12.0409,12.0409,Aesthetician/Esthetician and Skin Care Specialist.,12.04,Cosmetology and Related Personal Grooming Services,12,PERSONAL AND CULINARY SERVICES.
12.0410,12.041,Nail Technician/Specialist and Manicurist.,12.04,Cosmetology and Related Personal Grooming Services,12,PERSONAL AND CULINARY SERVICES.
12.0411,12.0411,Permanent Cosmetics/Makeup and Tattooing.,12.04,Cosmetology and Related Personal Grooming Services,12,PERSONAL AND CULINARY SERVICES.
12.0412,12.0412,Salon/Beauty Salon Management/Manager.,12.04,Cosmetology and Related Personal Grooming Services,12,PERSONAL AND CULINARY SERVICES.
12.0413,12.0413,"Cosmetology, Barber/Styling, and Nail Instructor.",12.04,Cosmetology and Related Personal Grooming Services,12,PERSONAL AND CULINARY SERVICES.
12.0414,12.0414,Master Aesthetician/Esthetician.,12.04,Cosmetology and Related Personal Grooming Services,12,PERSONAL AND CULINARY SERVICES.
12.0499,12.0499,"Cosmetology and Related Personal Grooming Arts, Ot",12.04,Cosmetology and Related Personal Grooming Services,12,PERSONAL AND CULINARY SERVICES.
12.0500,12.05,"Cooking and Related Culinary Arts, General.",12.05,Culinary Arts and Related Services.,12,PERSONAL AND CULINARY SERVICES.
12.0501,12.0501,Baking and Pastry Arts/Baker/Pastry Chef.,12.05,Culinary Arts and Related Services.,12,PERSONAL AND CULINARY SERVICES.
12.0502,12.0502,Bartending/Bartender.,12.05,Culinary Arts and Related Services.,12,PERSONAL AND CULINARY SERVICES.
12.0503,12.0503,Culinary Arts/Chef Training.,12.05,Culinary Arts and Related Services.,12,PERSONAL AND CULINARY SERVICES.
12.0504,12.0504,"Restaurant, Culinary, and Catering Management/Mana",12.05,Culinary Arts and Related Services.,12,PERSONAL AND CULINARY SERVICES.
12.0505,12.0505,Food Preparation/Professional Cooking/Kitchen Assi,12.05,Culinary Arts and Related Services.,12,PERSONAL AND CULINARY SERVICES.
12.0506,12.0506,Meat Cutting/Meat Cutter.,12.05,Culinary Arts and Related Services.,12,PERSONAL AND CULINARY SERVICES.
12.0507,12.0507,"Food Service, Waiter/Waitress, and Dining Room Man",12.05,Culinary Arts and Related Services.,12,PERSONAL AND CULINARY SERVICES.
12.0508,12.0508,Institutional Food Workers.,12.05,Culinary Arts and Related Services.,12,PERSONAL AND CULINARY SERVICES.
12.0509,12.0509,Culinary Science/Culinology.,12.05,Culinary Arts and Related Services.,12,PERSONAL AND CULINARY SERVICES.
12.0510,12.051,Wine Steward/Sommelier.,12.05,Culinary Arts and Related Services.,12,PERSONAL AND CULINARY SERVICES.
12.0599,12.0599,"Culinary Arts and Related Services, Other.",12.05,Culinary Arts and Related Services.,12,PERSONAL AND CULINARY SERVICES.
12.9999,12.9999,"Personal and Culinary Services, Other.",12.99,"Personal and Culinary Services, Other.",12,PERSONAL AND CULINARY SERVICES.
13.0101,13.0101,"Education, General.",13.01,"Education, General.",13,EDUCATION.
13.0201,13.0201,Bilingual and Multilingual Education.,13.02,"Bilingual, Multilingual, and Multicultural Educati",13,EDUCATION.
13.0202,13.0202,Multicultural Education.,13.02,"Bilingual, Multilingual, and Multicultural Educati",13,EDUCATION.
13.0203,13.0203,Indian/Native American Education.,13.02,"Bilingual, Multilingual, and Multicultural Educati",13,EDUCATION.
13.0299,13.0299,"Bilingual, Multilingual, and Multicultural Educati",13.02,"Bilingual, Multilingual, and Multicultural Educati",13,EDUCATION.
13.0301,13.0301,Curriculum and Instruction.,13.03,Curriculum and Instruction.,13,EDUCATION.
13.0401,13.0401,"Educational Leadership and Administration, General",13.04,Educational Administration and Supervision.,13,EDUCATION.
13.0402,13.0402,Administration of Special Education.,13.04,Educational Administration and Supervision.,13,EDUCATION.
13.0403,13.0403,Adult and Continuing Education Administration.,13.04,Educational Administration and Supervision.,13,EDUCATION.
13.0404,13.0404,"Educational, Instructional, and Curriculum Supervi",13.04,Educational Administration and Supervision.,13,EDUCATION.
13.0406,13.0406,Higher Education/Higher Education Administration.,13.04,Educational Administration and Supervision.,13,EDUCATION.
13.0407,13.0407,Community College Education.,13.04,Educational Administration and Supervision.,13,EDUCATION.
13.0408,13.0408,Elementary and Middle School Administration/Princi,13.04,Educational Administration and Supervision.,13,EDUCATION.
13.0409,13.0409,Secondary School Administration/Principalship.,13.04,Educational Administration and Supervision.,13,EDUCATION.
13.0410,13.041,Urban Education and Leadership.,13.04,Educational Administration and Supervision.,13,EDUCATION.
13.0411,13.0411,Superintendency and Educational System Administrat,13.04,Educational Administration and Supervision.,13,EDUCATION.
13.0499,13.0499,"Educational Administration and Supervision, Other.",13.04,Educational Administration and Supervision.,13,EDUCATION.
13.0501,13.0501,Educational/Instructional Technology.,13.05,Educational/Instructional Media Design.,13,EDUCATION.
13.0601,13.0601,Educational Evaluation and Research.,13.06,"Educational Assessment, Evaluation, and Research.",13,EDUCATION.
13.0603,13.0603,Educational Statistics and Research Methods.,13.06,"Educational Assessment, Evaluation, and Research.",13,EDUCATION.
13.0604,13.0604,"Educational Assessment, Testing, and Measurement.",13.06,"Educational Assessment, Evaluation, and Research.",13,EDUCATION.
13.0607,13.0607,Learning Sciences.,13.06,"Educational Assessment, Evaluation, and Research.",13,EDUCATION.
13.0699,13.0699,"Educational Assessment, Evaluation, and Research,",13.06,"Educational Assessment, Evaluation, and Research.",13,EDUCATION.
13.0701,13.0701,International and Comparative Education.,13.07,International and Comparative Education.,13,EDUCATION.
13.0901,13.0901,Social and Philosophical Foundations of Education.,13.09,Social and Philosophical Foundations of Education.,13,EDUCATION.
13.1001,13.1001,"Special Education and Teaching, General.",13.1,Special Education and Teaching.,13,EDUCATION.
13.1003,13.1003,Education/Teaching of Individuals with Hearing Imp,13.1,Special Education and Teaching.,13,EDUCATION.
13.1004,13.1004,Education/Teaching of the Gifted and Talented.,13.1,Special Education and Teaching.,13,EDUCATION.
13.1005,13.1005,Education/Teaching of Individuals with Emotional D,13.1,Special Education and Teaching.,13,EDUCATION.
13.1006,13.1006,Education/Teaching of Individuals with Mental Reta,13.1,Special Education and Teaching.,13,EDUCATION.
13.1007,13.1007,Education/Teaching of Individuals with Multiple Di,13.1,Special Education and Teaching.,13,EDUCATION.
13.1008,13.1008,Education/Teaching of Individuals with Orthopedic,13.1,Special Education and Teaching.,13,EDUCATION.
13.1009,13.1009,Education/Teaching of Individuals with Vision Impa,13.1,Special Education and Teaching.,13,EDUCATION.
13.1011,13.1011,Education/Teaching of Individuals with Specific Le,13.1,Special Education and Teaching.,13,EDUCATION.
13.1012,13.1012,Education/Teaching of Individuals with Speech or L,13.1,Special Education and Teaching.,13,EDUCATION.
13.1013,13.1013,Education/Teaching of Individuals with Autism.,13.1,Special Education and Teaching.,13,EDUCATION.
13.1014,13.1014,Education/Teaching of Individuals Who are Developm,13.1,Special Education and Teaching.,13,EDUCATION.
13.1015,13.1015,Education/Teaching of Individuals in Early Childho,13.1,Special Education and Teaching.,13,EDUCATION.
13.1016,13.1016,Education/Teaching of Individuals with Traumatic B,13.1,Special Education and Teaching.,13,EDUCATION.
13.1017,13.1017,Education/Teaching of Individuals in Elementary Sp,13.1,Special Education and Teaching.,13,EDUCATION.
13.1018,13.1018,Education/Teaching of Individuals in Junior High/M,13.1,Special Education and Teaching.,13,EDUCATION.
13.1019,13.1019,Education/Teaching of Individuals in Secondary Spe,13.1,Special Education and Teaching.,13,EDUCATION.
13.1099,13.1099,"Special Education and Teaching, Other.",13.1,Special Education and Teaching.,13,EDUCATION.
13.1101,13.1101,Counselor Education/School Counseling and Guidance,13.11,Student Counseling and Personnel Services.,13,EDUCATION.
13.1102,13.1102,College Student Counseling and Personnel Services.,13.11,Student Counseling and Personnel Services.,13,EDUCATION.
13.1199,13.1199,"Student Counseling and Personnel Services, Other.",13.11,Student Counseling and Personnel Services.,13,EDUCATION.
13.1201,13.1201,Adult and Continuing Education and Teaching.,13.12,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1202,13.1202,Elementary Education and Teaching.,13.12,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1203,13.1203,Junior High/Intermediate/Middle School Education a,13.12,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1205,13.1205,Secondary Education and Teaching.,13.12,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1206,13.1206,"Teacher Education, Multiple Levels.",13.12,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1207,13.1207,Montessori Teacher Education.,13.12,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1208,13.1208,Waldorf/Steiner Teacher Education.,13.12,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1209,13.1209,Kindergarten/Preschool Education and Teaching.,13.12,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1210,13.121,Early Childhood Education and Teaching.,13.12,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1299,13.1299,"Teacher Education and Professional Development, Sp",13.12,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1301,13.1301,Agricultural Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1302,13.1302,Art Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1303,13.1303,Business Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1304,13.1304,Driver and Safety Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1305,13.1305,English/Language Arts Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1306,13.1306,Foreign Language Teacher  Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1307,13.1307,Health Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1308,13.1308,Family and Consumer Sciences/Home Economics Teache,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1309,13.1309,Technology Teacher Education/Industrial Arts Teach,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1310,13.131,Sales and Marketing Operations/Marketing and Distr,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1311,13.1311,Mathematics Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1312,13.1312,Music Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1314,13.1314,Physical Education Teaching and Coaching.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1315,13.1315,Reading Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1316,13.1316,Science Teacher Education/General Science Teacher,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1317,13.1317,Social Science Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1318,13.1318,Social Studies Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1319,13.1319,Technical Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1320,13.132,Trade and Industrial Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1321,13.1321,Computer Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1322,13.1322,Biology Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1323,13.1323,Chemistry Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1324,13.1324,Drama and Dance Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1325,13.1325,French Language Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1326,13.1326,German Language Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1327,13.1327,Health Occupations Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1328,13.1328,History Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1329,13.1329,Physics Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1330,13.133,Spanish Language Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1331,13.1331,Speech Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1332,13.1332,Geography Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1333,13.1333,Latin Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1334,13.1334,School Librarian/School Library Media Specialist.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1335,13.1335,Psychology Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1337,13.1337,Earth Science Teacher Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1338,13.1338,Environmental Education.,13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1399,13.1399,"Teacher Education and Professional Development, Sp",13.13,"Teacher Education and Professional Development, Sp",13,EDUCATION.
13.1401,13.1401,Teaching English as a Second or Foreign Language/E,13.14,Teaching English or French as a Second or Foreign,13,EDUCATION.
13.1402,13.1402,Teaching French as a Second or Foreign Language.,13.14,Teaching English or French as a Second or Foreign,13,EDUCATION.
13.1499,13.1499,Teaching English or French as a Second or Foreign,13.14,Teaching English or French as a Second or Foreign,13,EDUCATION.
